级别,编号,汉字,注音,词组,例句
1,266,乍,zhà,"乍暖还寒,乍到,乍看,乍然,初来乍到",我初来乍到，还请大家多多关照。
1,267,禾,hé,"禾苗,禾场,禾田,禾穗,禾草",春天到了，田里的禾苗绿油油的。
1,268,丘,qiū,"山丘,丘陵,土丘,沙丘,丘壑",远处有一座长满青草的小山丘。
1,269,付,fù,"付诸东流,付出,支付,交付,付款",妈妈为了这个家付出了很多心血。
1,270,仗,zhàng,"明火执仗,仰仗,打仗,仗义,倚仗",他为人很仗义，大家都愿意和他玩。
1,271,代,dài,"代代相传,新陈代谢,代替,代表,年代",这种传统手艺在我们家代代相传。
1,272,仙,xiān,"八仙过海,仙鹤,仙人,仙境,仙女",童话故事里的仙女长得真漂亮。
1,273,们,"mén, men","我们,你们,他们,人们,它们",周末到了，我们一起去公园玩吧。
1,274,仪,yí,"仪态万千,仪态,仪器,仪式,礼仪",星期一，学校的升旗仪式开始了。
1,275,白,bái,"白手起家,黑白分明,白色,白天,雪白",蓝蓝的天上飘着朵朵雪白的云彩。
1,276,仔,"zǎi, zǐ","仔细,仔鸡,仔猪,仔密,仔仔",老师说做作业要仔细，不能马虎。
1,277,他,tā,"他乡,他人,他们,其他,吉他",他是一个乐于助人的好孩子，大家喜欢他。
1,278,斥,chì,"训斥,斥责,排斥,充斥,怒斥",他做错了事，被爸爸训斥了一顿。
1,279,瓜,guā,"瓜熟蒂落,顺藤摸瓜,西瓜,黄瓜,南瓜",炎热的夏天，吃块西瓜真解渴。
1,280,乎,hū,"出乎意料,出乎意外,似乎,在乎,几乎",这次比赛的结果出乎大家的意料。
1,281,丛,cóng,"草丛,丛林,丛书,丛生,花丛",美丽的蝴蝶在花丛中飞来飞去。
1,282,令,"líng, lǐng, lìng","令人神往,令人,命令,口令,令人",这里的美丽风景令人十分神往。
1,283,用,yòng,"用心良苦,大材小用,用处,使用,用力",这些学习用品我们要好好地使用。
1,284,甩,shuǎi,"甩开,甩掉,甩手,甩卖,甩发",操场上他甩开手臂大步向前走。
1,285,印,yìn,"印象,印刷,脚印,印章,打印",这本好书给我留下了深刻的印象。
1,286,尔,ěr,"偶尔,出尔反尔,尔后,尔等,率尔",周末的时候他偶尔会去图书馆。
1,287,乐,"lè, yuè","乐极生悲,助人为乐,快乐,音乐,乐园",老师说帮助别人是件快乐的事。
1,288,句,"gōu, jù","句句,句子,造句,名句,词句",语文课上老师让我们用新词造句。
1,289,匆,cōng,"匆匆忙忙,匆促,匆遽,匆匆",早上他匆匆忙忙地跑去上学，怕迟到。
1,290,册,cè,"手册,画册,纪念册,注册,分册",我有一本很漂亮的毕业纪念册。
1,291,卯,mǎo,"卯时,点卯,丁卯,卯眼,卯榫",古人把早晨五点到七点叫做卯时。
1,292,犯,fàn,"犯错,明知故犯,侵犯,犯规,罪犯",老师说知错就改，不要再犯了。
1,293,外,wài,"喜出望外,外强中干,外面,外地,课外",放学后的课外活动真的很有趣。
1,294,处,"chǔ, chù","设身处地,处变不惊,处处,到处,处理",下课了，校园里到处是欢声笑语。
1,295,冬,dōng,"冬暖夏凉,寒冬腊月,冬天,冬季,过冬",我最喜欢冬天里那洁白的雪花。
1,296,鸟,niǎo,"笨鸟先飞,惊弓之鸟,小鸟,鸟巢,飞鸟",老师说笨鸟先飞，我要更努力。
1,297,务,wù,"不务正业,务求,事务,服务,任务",今天我圆满地完成了值日任务。
1,298,包,bāo,"包罗万象,包袱,包子,书包,面包",开学了，妈妈给我买了个新书包。
1,299,饥,jī,"饥寒交迫,饥肠辘辘,饥饿,充饥,饥荒",跑完步我饥肠辘辘，真想吃饭。
1,300,主,zhǔ,"主次分明,六神无主,主意,主要,主人",这道难题我终于想到一个好主意。
1,301,市,shì,"城市,市民,市长,夜市,超市",我们居住的城市变得越来越美了。
1,302,立,lì,"顶天立地,破旧立新,站立,立刻,成立",升旗时我们立正站好，肃立敬礼。
1,303,冯,féng,"暴虎冯河,姓冯,冯姓,冯河",在我们学校，冯是个常见的姓。
1,304,玄,xuán,"玄之又玄,玄妙,玄机,玄色,玄学",这个魔术变得真玄妙，让人看不懂。
1,305,闪,shǎn,"闪烁其词,闪闪发光,闪电,闪光,闪开",夏夜的天空中，星星闪闪发光。
1,306,兰,lán,"兰质蕙心,蕙质兰心,兰花,玉兰,木兰",春天，公园里的兰花悄悄开了。
1,307,半,bàn,"半途而废,半信半疑,一半,半夜,半边",老师常说做事不能半途而废。
1,308,汁,zhī,"果汁,汁水,墨汁,乳汁,豆汁",妈妈给我榨了一杯新鲜的果汁。
1,309,汇,huì,"汇报,汇合,汇聚,汇集,词汇",各地的少年儿童汇聚在一起联欢。
1,310,头,tóu,"头头是道,出人头地,头发,头上,石头",他讲起故事来头头是道，真厉害。
1,311,汉,hàn,"汉语,汉字,汉族,武汉,东汉",语文课上我正在努力学习汉字。
1,312,宁,"níng, nìng","宁缺毋滥,息事宁人,宁静,安宁,宁可",夏天的夜晚，校园里十分宁静。
1,313,穴,xué,"穴位,巢穴,洞穴,蚁穴,孔穴",小蚂蚁在泥土的洞穴里忙碌着。
1,314,它,tā,"它们,它的,其它,无它",小狗高兴地摇着它毛茸茸的尾巴。
1,315,讨,tǎo,"讨价还价,讨论,讨厌,讨好,讨教",我有点讨厌湿漉漉的下雨天了。
1,316,写,xiě,"写字,写作,书写,默写,描写",老师让我们一笔一画认真写字。
1,317,让,ràng,"让步,退让,让座,谦让,礼让",在公交车上我主动给老人让座。
1,318,礼,lǐ,"礼尚往来,先礼后兵,礼物,礼貌,行礼",生日那天收到礼物我真的很开心。
1,319,训,xùn,"训练,培训,教训,训话,军训",校运会上我们每天都要认真训练。
1,320,议,yì,"议论纷纷,不可思议,会议,建议,议论",同学们议论纷纷地讨论着这件事。
1,321,必,bì,"势在必行,必由之路,必须,必然,必要",老师说我们必须按时完成作业。
1,322,讯,xùn,"审讯,通讯,讯问,喜讯,简讯",听到这个喜讯，大家都很高兴。
1,323,记,jì,"记忆犹新,记得,忘记,日记,记住",我每天晚上都坚持写一篇日记。
1,324,永,yǒng,"永不言败,永垂不朽,永远,永久,永恒",我们永远不会忘记老师的教诲。
1,325,司,sī,"各司其职,司马,司机,公司,司令",我的爸爸是一名开大巴的司机。
1,326,尼,ní,"尼龙,尼姑,印尼,尼古丁,尼亚加拉",这把轻便的雨伞是尼龙材料做的。
1,327,民,mín,"为民除害,国泰民安,人民,民族,民警",热心的民警叔叔帮助老人过马路。
1,328,弗,fú,"自叹弗如,弗去,弗能,弗许",面对优秀的同学，我自叹弗如。
1,329,弘,hóng,"弘扬,恢弘,弘愿,弘大,弘论",我们要弘扬尊老爱幼的传统美德。
1,330,出,chū,"出类拔萃,脱颖而出,出来,出去,出发",老师说明天我们就出发去春游。
1,331,辽,liáo,"辽阔,辽远,辽宁,辽东,辽河",我国北方的草原辽阔无边，真美。
1,332,奶,nǎi,"奶奶,牛奶,奶粉,奶羊,奶水",晚上，奶奶给我讲过去的故事。
1,333,奴,nú,"奴隶,奴仆,奴役,匈奴,农奴",古代社会里那些奴隶的生活很苦。
1,334,召,"shào, zhào","召集,召唤,召开,号召,召见",放学后，老师召集大家开班会。
1,335,加,jiā,"加油,增加,更加,加上,加倍",拔河比赛时大家齐声地高喊加油。
1,336,皮,pí,"皮球,皮鞋,顽皮,调皮,皮毛",他是个顽皮又可爱的小男孩呢。
1,337,边,biān,"边疆,边际,边缘,旁边,无边",我们学校旁边有个美丽的小公园。
1,338,孕,yùn,"孕育,孕妇,怀孕,孕期,别孕",老师说美丽的大自然孕育了万物。
1,339,发,"fā, fà","发奋图强,头发,发现,发明,发生",在草丛里我发现了一个小秘密。
1,340,圣,shèng,"圣地,神圣,圣经,圣诞,圣贤",圣诞节那天我收到了一份礼物。
1,341,对,duì,"对答如流,对牛弹琴,对错,对面,对待",课堂上他回答问题对答如流，真棒。
1,342,台,"tāi, tái","台上,舞台,台灯,讲台,台子",上课时，老师站在讲台上讲课。
1,343,矛,máo,"矛盾,自相矛盾,矛头,长矛,矛",他说的话前后自相矛盾，真奇怪。
1,344,纠,jiū,"纠正,纠缠,纠纷,纠集,纠察",老师耐心地帮我纠正了书写错误。
1,345,母,mǔ,"母爱,母亲,母校,字母,母鸡",老师说母爱是世界上最伟大的。
1,346,幼,yòu,"幼稚,幼小,幼苗,幼儿,幼年",大同学应当爱护幼小的小朋友。
1,347,丝,sī,"丝丝毫毫,一丝不苟,丝绸,粉丝,丝线",老师说做任何事都要一丝不苟。
1,348,邦,bāng,"邻邦,兴邦,联邦,友邦,治邦",我国一直与邻邦友好地相处着。
1,349,式,shì,"形式,各式各样,公式,式样,方式",玩具店里摆着各式各样的玩具。
1,350,迂,yū,"迂回,迂腐,迂曲,迂回前进",这条上山的路迂回曲折，真难走。
1,351,刑,xíng,"刑罚,刑警,刑法,死刑,判刑",勇敢的刑警叔叔抓住了那个坏人。
1,352,戎,róng,"戎马生涯,投笔从戎,戎装,戎机,元戎",古时候他投笔从戎，决心报效祖国。
1,353,动,dòng,"动人心弦,惊心动魄,动物,动手,活动",星期天，我们去动物园看动物。
1,354,扛,"gāng, káng","扛枪,扛活,扛住,扛东西,扛大",爸爸扛起一袋大米，大步往前走。
1,355,寺,sì,"寺庙,寺院,少林寺,寒山寺,寺僧",山的半腰上有一座古老的寺庙。
1,356,吉,jí,"吉祥,大吉大利,吉日,吉庆,吉他",过年时，家家贴上吉祥的对联。
1,357,扣,kòu,"扣人心弦,扣子,扣住,扣押,折扣",妈妈帮我缝好了衣服上掉落的扣子。
1,358,考,kǎo,"考试,思考,考虑,考古,考察",期末考试前，我要认真地复习。
1,359,托,tuō,"拜托,托运,委托,寄托,托起",下课时同学拜托我帮他拿书包。
1,360,老,lǎo,"老马识途,返老还童,老师,老人,老鹰",敬爱的老师每天辛苦地教我们学习。
1,361,巩,gǒng,"巩固,巩县,姓巩,巩义",复习的时候要巩固学过的知识。
1,362,圾,jī,"垃圾,圾堆,圾土,垃圾堆",我把地上的垃圾扔进了垃圾桶。
1,363,执,zhí,"固执己见,执迷不悟,执行,执着,执法",他这人十分固执己见，不听劝。
1,364,扩,kuò,"扩大,扩建,扩张,扩音,扩散",暑假里，学校准备把操场扩大。
1,365,扫,"sǎo, sào","扫地,打扫,扫除,扫兴,扫墓",放学后我们一起打扫教室卫生。
1,366,地,"de, dì","地动山摇,设身处地,地方,地上,土地",教室的地上掉着一个又红又大的苹果。
1,367,场,"cháng, chǎng","场面,广场,操场,场地,现场",每天下课后，操场上都热闹极了。
1,368,扬,yáng,"扬长避短,扬眉吐气,飞扬,表扬,扬起",课上老师表扬了爱劳动的同学。
1,369,耳,ěr,"耳目一新,洗耳恭听,耳朵,耳环,耳机",小白兔的耳朵长长的，真可爱。
1,370,芋,yù,"芋头,芋艿,魔芋,洋芋,芋芳",妈妈煮的芋头又香又糯真好吃。
1,371,共,gòng,"共襄盛举,同甘共苦,一共,公共,共同",我们这个班一共有四十个同学。
1,372,芒,máng,"芒果,光芒,芒种,锋芒,麦芒",夏天我最爱吃甜甜的芒果了。
1,373,亚,yà,"亚洲,亚军,亚热带,亚麻,亚当",我们伟大的祖国位于亚洲东部。
1,374,芝,zhī,"芝兰,芝麻,灵芝,芝士,芝草",刚出炉的烧饼上撒满了香香的芝麻。
1,375,朽,xiǔ,"朽木,腐朽,朽烂,老朽,朽坏",院子里那根老木头已经腐朽了。
1,376,朴,"piáo, pò, pǔ","朴素,纯朴,朴实,简朴,朴质",奶奶的生活一直十分简朴朴素。
1,377,机,jī,"机智,机敏,机会,飞机,机器",老师常说要珍惜学习的机会。
1,378,权,quán,"权力,权利,权威,权宜,职权",班长在班级管理上有一定的职权。
1,379,过,"guō, guò","过目不忘,改过自新,过去,经过,过程",老师常说改过自新就是好孩子。
1,380,臣,chén,"君臣,大臣,忠臣,臣民,臣子",历史上那些忠臣很受人们尊敬。
1,381,吏,lì,"官吏,吏治,酷吏,小吏,吏部",古代社会里，官吏管理着百姓。
1,382,再,zài,"再接再厉,再三,再见,再次,再说",毕业时我说再见了，亲爱的母校。
1,383,协,xié,"齐心协力,同心协力,协商,协助,协作",大扫除时大家齐心协力搬动桌子。
1,384,西,xī,"西天,东倒西歪,西边,西方,西风",傍晚太阳从西边慢慢地落下去了。
1,385,压,"yā, yà","压迫,压岁钱,压住,血压,高压",过年时我收到了很多压岁钱呢。
1,386,厌,yàn,"厌倦,讨厌,厌烦,厌学,厌恶",我十分讨厌那些做坏事的人。
1,387,戌,"qu, xū","戌时,壬戌,甲戌,戊戌,丙戌",戌是古代地支之一，用来记时。
1,388,在,zài,"在所不辞,满不在乎,现在,正在,在乎",此刻我正在教室里认真地写作业。
1,389,百,bǎi,"百花齐放,百发百中,百分,百万,百灵",春天到了，公园里百花齐放，真美。
1,390,有,yǒu,"有求必应,有口皆碑,没有,有时,有人",学习时有时候我也想偷懒一下。
1,391,存,cún,"存心,依存,存在,保存,存活",学过的知识要好好地保存起来。
1,392,而,ér,"视而不见,半途而废,而且,而后,而已",对地上的垃圾他视而不见地走过。
1,393,页,yè,"页码,页数,主页,扉页,插页",这本故事书一共有二百多页呢。
1,394,匠,jiàng,"工匠,匠人,匠心,铁匠,木匠",那位老木匠师傅的手艺可真好。
1,395,夸,kuā,"夸夸其谈,自卖自夸,夸奖,夸张,夸大",今天老师当众夸奖我进步了呢。
1,396,夺,duó,"夺眶而出,巧取豪夺,夺目,争夺,夺走",花坛里这朵红花真是鲜艳夺目。
1,397,灰,huī,"灰心丧气,灰飞烟灭,灰心,灰尘,灰色",这次考差了也不要灰心丧气呀。
1,398,达,dá,"四通八达,通情达理,到达,达到,传达",经过长途飞行，飞机到达了目的地。
1,399,列,liè,"名列前茅,罗列,排列,列出,队列",每次考试他的成绩都名列前茅。
1,400,死,sǐ,"死里逃生,起死回生,死亡,死心,死角",人们说好医生有起死回生的本事。
1,401,成,chéng,"成千上万,成语,成功,完成,成为",经过努力，我终于完成了这项任务。
1,402,夹,"gā, jiā, jiá","夹七夹八,夹住,夹子,夹心,书夹",我用一个小铁夹子把试卷夹住了。
1,403,夷,yí,"化险为夷,平夷,匪夷所思,夷平,夷人",这件怪事真是让人匪夷所思呀。
1,404,轨,guǐ,"轨道,轨迹,铁轨,越轨,铺轨",火车在两条长长的铁轨上飞驰。
1,405,邪,xié,"改邪归正,歪风邪气,邪气,邪教,邪恶",知错能改，他改邪归正成了好人。
1,406,尧,yáo,"尧舜,尧天舜日,姓尧,帝尧,尧帝",尧是我国古代传说中的一位圣王。
1,407,划,"huá, huà","划船,计划,策划,比划,划清",周末，我和爸爸去公园里划船。
1,408,迈,mài,"迈步,年迈,迈开,豪迈,老迈",奶奶虽然年迈但仍然很有精神。
1,409,毕,bì,"毕恭毕敬,原形毕露,毕业,完毕,毕生",明年夏天我就要小学毕业了呀。
1,410,至,zhì,"至理名言,宾至如归,至少,至今,至于",妈妈说的这句话真是至理名言。
1,411,此,cǐ,"此起彼伏,如此,此外,此时,此刻",此刻，教室里的大家都很开心。
1,412,贞,zhēn,"坚贞不屈,忠贞,贞洁,贞观,贞女",那位英雄坚贞不屈地面对敌人。
1,413,师,shī,"良师益友,尊师重道,老师,师傅,师长",尊师重道是中华民族的好传统。
1,414,尘,chén,"一尘不染,风尘仆仆,灰尘,尘土,除尘",大扫除后教室被打扫得一尘不染。
1,415,尖,jiān,"尖嘴猴腮,尖尖,尖刀,尖叫,尖端",看到毛毛虫，妹妹发出一声尖叫。
1,416,劣,liè,"劣势,恶劣,劣质,低劣,优劣",沙漠里的天气条件十分地恶劣。
1,417,光,guāng,"光芒万丈,阳光,光滑,光明,发光",清晨的阳光洒满了整个大操场。
1,418,当,"dāng, dàng","当务之急,当心,当时,当中,当中",老师常说过马路要当心来往车辆。
1,419,早,zǎo,"早出晚归,早晨,清早,早春,趁早",清早，校园里的空气真清新呀。
1,420,吁,"xū, yū, yù","吁吁,气喘吁吁,长吁短叹,吁求,呼吁",在操场上跑完步，我气喘吁吁。
1,421,吐,"tǔ, tù","吞吞吐吐,扬眉吐气,吐气,吐丝,呕吐",他回答问题时吞吞吐吐的，紧张。
1,422,吓,"hè, xià","杀鸡吓猴,吓唬,吓人,惊吓,吓退",哥哥讲的这个鬼故事真吓人呀。
1,423,虫,chóng,"雕虫小技,虫子,小虫,害虫,昆虫",春天的草地上有许多小昆虫呢。
1,424,曲,"qū, qǔ","曲径通幽,异曲同工,歌曲,曲子,曲线",课间播放的这首歌曲真好听呀。
1,425,团,tuán,"团结一致,精诚团结,团队,团圆,团聚",中秋节，一家人终于团聚团圆了。
